GEOID,NAME,B17001_001,B17001_002,B20004_001,B20004_002,B20004_003,B20004_004,B20004_005,B20004_006,B25014_001,B25014_002,B25014_003,B25014_004,B25014_005,B25014_006,B25014_007,B25014_008,B25014_009,B25014_010,B25014_011,B25014_012,B25014_013,B25064_001,B25071_001
71722,ZCTA5 71722,70,9,31406,NA,NA,30469,NA,NA,28,21,11,10,0,0,0,7,7,0,0,0,0,NA,NA
71724,ZCTA5 71724,453,65,47083,NA,NA,63273,41500,NA,208,186,139,47,0,0,0,22,20,2,0,0,0,NA,NA
71725,ZCTA5 71725,393,127,34531,21250,39583,26438,NA,33750,196,149,132,16,1,0,0,47,18,29,0,0,0,492,25
71726,ZCTA5 71726,1237,236,33843,42500,22917,33917,NA,NA,615,494,427,67,0,0,0,121,117,4,0,0,0,300,22
71730,ZCTA5 71730,29649,6057,37898,24706,27976,32149,49018,82150,11919,8483,6690,1661,102,14,16,3436,1928,1042,87,204,175,675,30.3
71740,ZCTA5 71740,1632,272,40625,NA,NA,55114,NA,NA,626,523,363,156,4,0,0,103,72,12,19,0,0,335,32.2
71742,ZCTA5 71742,4618,636,26681,40326,23391,25927,43958,81667,1992,1189,947,229,13,0,0,803,606,192,5,0,0,712,27.3
71743,ZCTA5 71743,3855,657,30622,27321,30336,29431,33125,50536,1562,1081,882,165,34,0,0,481,263,218,0,0,0,655,31.9
71744,ZCTA5 71744,2826,187,34147,33409,27448,34833,44152,100313,1209,1031,908,123,0,0,0,178,124,54,0,0,0,676,28.4
71745,ZCTA5 71745,393,108,29155,NA,27500,29306,83750,NA,131,101,94,7,0,0,0,30,22,8,0,0,0,475,31.4
71747,ZCTA5 71747,1174,207,31952,NA,35357,30591,NA,46650,428,380,244,130,6,0,0,48,38,10,0,0,0,517,12.9
71749,ZCTA5 71749,2865,287,38810,NA,26850,38977,50250,70735,1129,1025,701,324,0,0,0,104,41,53,10,0,0,636,35
71751,ZCTA5 71751,860,101,26708,NA,31739,12969,NA,NA,351,300,241,59,0,0,0,51,36,6,9,0,0,634,23.4
71752,ZCTA5 71752,850,330,27303,NA,29688,21417,NA,NA,383,220,187,33,0,0,0,163,102,48,7,6,0,546,13.1
71753,ZCTA5 71753,14868,3819,30481,20650,28134,30140,43080,52500,5831,3887,3042,758,76,11,0,1944,1161,486,94,93,110,685,27.4
71758,ZCTA5 71758,287,48,NA,NA,NA,NA,NA,NA,136,136,88,48,0,0,0,0,0,0,0,0,0,NA,NA
71759,ZCTA5 71759,655,75,43239,NA,31107,32250,NA,NA,262,229,218,11,0,0,0,33,26,7,0,0,0,817,21.1
71762,ZCTA5 71762,2301,439,31088,9306,40119,21696,29250,100129,909,745,545,164,33,3,0,164,125,39,0,0,0,805,29.5
71763,ZCTA5 71763,1694,212,29345,38750,25855,23977,44688,NA,696,630,504,123,3,0,0,66,52,14,0,0,0,550,20
71764,ZCTA5 71764,1799,306,33375,30000,33485,33088,42431,NA,724,601,543,58,0,0,0,123,49,59,0,11,4,532,34.3
71765,ZCTA5 71765,1858,362,31024,32250,31412,22574,40625,NA,850,754,553,201,0,0,0,96,81,15,0,0,0,606,24.9
71766,ZCTA5 71766,719,244,35972,NA,26484,35764,48906,NA,222,175,161,10,4,0,0,47,15,32,0,0,0,583,51
71770,ZCTA5 71770,3441,725,43077,11302,39261,32043,56361,50673,1343,1124,929,195,0,0,0,219,120,99,0,0,0,498,40.3
71772,ZCTA5 71772,22,22,15250,15250,NA,NA,NA,NA,2,2,0,0,0,2,0,0,0,0,0,0,0,NA,NA
71801,ZCTA5 71801,16637,3726,30532,21223,30538,29171,38269,45990,5954,3815,2804,916,95,0,0,2139,1336,741,61,1,0,696,31.8
71820,ZCTA5 71820,26,0,NA,NA,NA,NA,NA,NA,8,8,0,8,0,0,0,0,0,0,0,0,0,NA,NA
71822,ZCTA5 71822,8158,1345,33348,21500,31828,35833,48571,NA,3668,2524,1968,511,41,4,0,1144,785,359,0,0,0,620,23.3
71823,ZCTA5 71823,36,7,NA,NA,NA,48750,NA,NA,17,13,11,2,0,0,0,4,4,0,0,0,0,NA,NA
71825,ZCTA5 71825,528,132,32434,NA,25156,50000,48000,NA,171,148,103,30,11,4,0,23,9,11,0,3,0,600,17.5
71826,ZCTA5 71826,1134,283,29125,29625,25156,35139,NA,42031,411,313,229,84,0,0,0,98,38,45,10,5,0,433,31.4
71827,ZCTA5 71827,883,201,24773,20852,18750,23125,58005,NA,340,318,267,51,0,0,0,22,18,4,0,0,0,NA,NA
71832,ZCTA5 71832,11167,2357,29541,26124,27206,30904,44489,38448,3649,2591,1434,993,119,45,0,1058,599,292,161,0,6,589,23.8
71833,ZCTA5 71833,1952,330,39263,31354,37865,41250,38859,NA,838,680,586,94,0,0,0,158,134,24,0,0,0,375,22.6
71834,ZCTA5 71834,889,0,38038,38152,33750,39056,NA,NA,404,382,326,45,11,0,0,22,0,22,0,0,0,NA,NA
71835,ZCTA5 71835,1035,245,32039,51058,27159,NA,32708,NA,441,383,317,60,6,0,0,58,20,38,0,0,0,439,15.4
71836,ZCTA5 71836,2930,461,32976,NA,30956,28000,48542,56667,1257,977,719,227,31,0,0,280,211,69,0,0,0,448,30.3
71837,ZCTA5 71837,5777,662,34515,23636,35500,38237,34433,NA,2045,1680,1161,498,15,6,0,365,107,237,21,0,0,706,27.6
71838,ZCTA5 71838,874,196,31375,NA,29233,30991,NA,NA,422,335,230,101,4,0,0,87,67,20,0,0,0,789,29.5
71839,ZCTA5 71839,355,128,NA,NA,15769,17955,NA,NA,135,117,102,15,0,0,0,18,4,14,0,0,0,NA,NA
71841,ZCTA5 71841,1031,261,28672,NA,25938,NA,75104,38243,388,324,238,86,0,0,0,64,34,30,0,0,0,583,18.7
71842,ZCTA5 71842,2224,334,30882,16771,31116,30345,75123,45694,867,612,433,125,54,0,0,255,155,68,32,0,0,498,19.4
71845,ZCTA5 71845,1881,445,27604,NA,28125,24479,NA,NA,846,615,498,96,21,0,0,231,96,123,0,12,0,456,36
71846,ZCTA5 71846,2539,653,25156,30612,20755,25500,51250,53828,998,692,488,195,9,0,0,306,182,83,38,3,0,584,16.9
71847,ZCTA5 71847,605,45,43393,NA,33365,NA,44803,NA,276,267,201,66,0,0,0,9,9,0,0,0,0,NA,NA
71851,ZCTA5 71851,1952,257,26542,NA,22619,30907,46367,NA,801,574,485,89,0,0,0,227,162,59,3,3,0,641,28.5
71852,ZCTA5 71852,9915,2245,28628,19167,26000,26393,44688,55185,3763,2537,1969,474,84,10,0,1226,847,352,0,27,0,581,29.4
71853,ZCTA5 71853,233,27,35795,NA,23438,41250,NA,68750,122,88,81,7,0,0,0,34,16,18,0,0,0,581,18.8
71854,ZCTA5 71854,35133,7666,35727,16586,29763,35103,44912,59158,13842,8440,6427,1791,160,23,39,5402,3138,1819,126,108,211,743,29.8
71855,ZCTA5 71855,523,142,32250,NA,24479,36458,70972,NA,227,174,153,21,0,0,0,53,6,47,0,0,0,696,35.4
71857,ZCTA5 71857,4607,818,27556,21170,28563,25613,36133,46923,2071,1234,1167,67,0,0,0,837,629,204,4,0,0,710,30.8
71858,ZCTA5 71858,2439,755,31441,38167,22712,40078,40978,41458,906,729,489,214,13,13,0,177,151,24,2,0,0,750,18.3
71859,ZCTA5 71859,510,83,31212,NA,NA,27386,NA,NA,244,185,175,10,0,0,0,59,49,10,0,0,0,NA,NA
71860,ZCTA5 71860,2252,760,32167,14688,21776,33542,48819,55769,886,674,560,106,8,0,0,212,155,39,10,0,8,561,51
71861,ZCTA5 71861,1839,439,32396,26818,57813,26667,NA,48500,766,624,477,137,10,0,0,142,83,59,0,0,0,656,16.3
71862,ZCTA5 71862,713,271,23704,11220,14268,25771,44153,23938,317,245,244,1,0,0,0,72,39,33,0,0,0,647,21.7
71865,ZCTA5 71865,168,47,22917,16094,28295,25893,NA,NA,75,51,50,1,0,0,0,24,8,16,0,0,0,900,35
71866,ZCTA5 71866,583,72,26932,63063,21205,NA,85658,NA,233,188,115,59,7,0,7,45,39,5,1,0,0,811,13.8
71901,ZCTA5 71901,28864,7018,30414,19697,27410,30133,44091,60688,11550,6996,5569,1229,187,11,0,4554,3154,1205,87,104,4,659,32.1
71909,ZCTA5 71909,15725,1825,24254,23958,16641,21350,30577,51492,7651,6547,6102,424,0,21,0,1104,773,288,0,43,0,1060,28.7
71913,ZCTA5 71913,46875,8210,30288,26199,26811,28103,43928,54459,19967,13180,11004,2043,107,14,12,6787,4408,2178,122,39,40,801,28.9
71921,ZCTA5 71921,3509,644,31926,21000,31845,31523,31875,46133,1270,986,612,358,3,13,0,284,197,73,14,0,0,646,19.5
71922,ZCTA5 71922,153,12,27885,NA,NA,27981,NA,NA,57,31,28,3,0,0,0,26,8,18,0,0,0,617,29
71923,ZCTA5 71923,13764,2945,32586,20684,28478,30656,37301,47500,6054,3209,2618,584,5,2,0,2845,1725,911,34,101,74,600,28.7
71929,ZCTA5 71929,4341,541,35695,36146,29353,30385,36003,49536,1659,1596,1330,253,0,0,13,63,53,10,0,0,0,NA,33.2
71933,ZCTA5 71933,1447,210,21989,16447,25734,15081,65714,NA,561,347,270,77,0,0,0,214,170,44,0,0,0,522,19.1
71935,ZCTA5 71935,499,0,22417,20208,24609,24250,NA,NA,217,217,182,18,17,0,0,0,0,0,0,0,0,NA,NA
71937,ZCTA5 71937,2034,494,25351,21645,25444,25833,35938,37778,861,629,503,119,0,0,7,232,187,39,6,0,0,575,22.5
71940,ZCTA5 71940,1734,237,26030,21477,21389,47500,27393,27356,713,568,435,132,0,1,0,145,78,58,9,0,0,585,31.5
71941,ZCTA5 71941,2070,230,36226,22500,38566,31250,35000,77788,858,751,572,177,2,0,0,107,53,53,1,0,0,524,27.9
71943,ZCTA5 71943,4178,843,26840,18664,22656,27759,55625,72619,1732,1275,971,275,23,6,0,457,346,92,19,0,0,607,26.7
71944,ZCTA5 71944,787,175,26083,19917,35417,26250,27212,40250,317,257,189,60,0,8,0,60,18,30,3,9,0,432,25.9
71945,ZCTA5 71945,1200,334,25625,26111,24632,NA,58750,NA,521,402,326,71,5,0,0,119,44,72,2,1,0,705,24
71949,ZCTA5 71949,1676,152,25644,NA,NA,26012,NA,NA,726,530,403,127,0,0,0,196,131,65,0,0,0,NA,NA
71950,ZCTA5 71950,771,86,29554,NA,24219,27692,66042,67813,340,312,208,102,0,1,1,28,20,8,0,0,0,NA,NA
71952,ZCTA5 71952,21,0,NA,NA,NA,NA,NA,NA,16,16,16,0,0,0,0,0,0,0,0,0,0,NA,NA
71953,ZCTA5 71953,13858,3114,26768,24375,22109,27461,37302,51375,5847,4564,3663,681,174,37,9,1283,761,463,34,25,0,662,38.8
71956,ZCTA5 71956,1525,435,23458,23661,24250,18659,NA,NA,630,502,422,64,4,12,0,128,69,59,0,0,0,615,34.2
71957,ZCTA5 71957,2686,463,29138,32500,28750,25972,40446,NA,1220,969,828,141,0,0,0,251,142,109,0,0,0,543,29.1
71958,ZCTA5 71958,2252,493,27578,19327,23828,28967,60469,68482,953,647,514,133,0,0,0,306,151,147,8,0,0,549,23.8
71959,ZCTA5 71959,771,72,32237,NA,38750,26250,NA,37644,291,262,203,23,36,0,0,29,29,0,0,0,0,NA,NA
71960,ZCTA5 71960,1679,588,30396,18490,30329,30417,37361,48719,714,561,427,134,0,0,0,153,130,23,0,0,0,507,24.3
71961,ZCTA5 71961,974,157,25786,25875,25536,21786,NA,NA,409,345,307,38,0,0,0,64,45,19,0,0,0,1021,13.2
71962,ZCTA5 71962,666,55,30281,NA,18625,31632,NA,NA,320,249,225,24,0,0,0,71,49,22,0,0,0,398,14.5
71964,ZCTA5 71964,4098,419,35158,NA,26360,34938,44241,55875,1413,1088,773,297,18,0,0,325,205,87,33,0,0,734,25.6
71965,ZCTA5 71965,321,164,26000,NA,21188,33000,NA,NA,127,92,77,5,10,0,0,35,25,6,4,0,0,617,23.3
71968,ZCTA5 71968,4256,226,37092,36375,30875,35263,46189,NA,1554,1458,1063,371,13,11,0,96,9,87,0,0,0,719,9
71969,ZCTA5 71969,352,94,35625,23269,NA,44167,43125,NA,153,138,116,14,8,0,0,15,7,8,0,0,0,NA,NA
71970,ZCTA5 71970,800,57,34870,28393,149286,33438,NA,NA,333,323,284,39,0,0,0,10,10,0,0,0,0,NA,NA
71971,ZCTA5 71971,608,16,23563,NA,NA,NA,47946,NA,198,157,125,7,25,0,0,41,9,32,0,0,0,NA,NA
71972,ZCTA5 71972,355,85,34926,NA,21563,34559,NA,NA,150,91,47,42,2,0,0,59,50,9,0,0,0,638,42.9
71973,ZCTA5 71973,1760,538,22227,24318,19200,24250,NA,NA,570,398,183,190,11,14,0,172,64,78,24,6,0,539,29.8
71998,ZCTA5 71998,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
71999,ZCTA5 71999,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
72001,ZCTA5 72001,777,226,32917,34375,53750,24239,NA,NA,329,274,240,34,0,0,0,55,46,9,0,0,0,688,24.4
72002,ZCTA5 72002,18138,1859,39783,26620,30991,37730,46397,78050,6331,5400,3884,1409,88,19,0,931,579,332,20,0,0,860,30.2
72003,ZCTA5 72003,793,205,35089,30833,NA,35852,NA,53828,350,307,228,75,0,0,4,43,27,16,0,0,0,617,35.8
72004,ZCTA5 72004,816,233,30493,36875,28750,31133,50750,NA,375,311,252,41,18,0,0,64,51,6,0,0,7,588,51
72005,ZCTA5 72005,100,13,28917,NA,NA,NA,NA,NA,51,42,36,6,0,0,0,9,9,0,0,0,0,NA,NA
72006,ZCTA5 72006,2429,721,36458,NA,31063,27500,39297,71950,1104,613,545,68,0,0,0,491,313,140,38,0,0,470,29.2
72007,ZCTA5 72007,8496,1038,42680,NA,29383,41582,56495,84000,3136,2439,1821,565,27,26,0,697,336,358,3,0,0,847,19.6
72010,ZCTA5 72010,6031,1280,35306,21856,37279,28703,46055,50313,2460,1544,1194,332,18,0,0,916,753,147,16,0,0,596,28.2
72011,ZCTA5 72011,4286,439,40310,NA,31618,38933,56900,NA,1426,1210,800,391,2,17,0,216,92,112,12,0,0,909,22.4
72012,ZCTA5 72012,13349,1193,36060,18954,29075,35460,47404,61369,4982,3340,2484,856,0,0,0,1642,1022,605,15,0,0,744,22.4
72013,ZCTA5 72013,2229,179,30678,31094,26364,29444,43194,123056,863,677,526,115,36,0,0,186,106,70,0,10,0,704,21.5
72014,ZCTA5 72014,58,27,NA,NA,NA,NA,NA,NA,22,17,14,0,0,3,0,5,0,0,5,0,0,NA,NA
72015,ZCTA5 72015,28684,2756,37867,24186,29177,39510,49037,56475,10512,7227,5354,1764,93,2,14,3285,1923,1236,81,45,0,807,27.2
72016,ZCTA5 72016,3230,401,38000,NA,34242,28870,53500,69375,1080,883,695,186,2,0,0,197,99,1,97,0,0,700,21.5
72017,ZCTA5 72017,505,77,28750,NA,27000,30000,15536,48250,300,202,158,44,0,0,0,98,94,4,0,0,0,392,39.2
72019,ZCTA5 72019,26907,2200,46259,25984,35326,41806,59529,69903,9636,8034,6381,1540,113,0,0,1602,814,772,16,0,0,861,25.5
72020,ZCTA5 72020,3601,583,30398,23750,26250,30227,63523,48750,1515,1259,942,306,0,11,0,256,157,85,14,0,0,603,25
72021,ZCTA5 72021,3592,1086,27159,18934,27292,26839,NA,55662,1649,892,756,110,26,0,0,757,443,230,56,0,28,529,28.8
72022,ZCTA5 72022,16659,1476,46897,NA,36630,41490,56354,53116,6977,4495,3334,1133,28,0,0,2482,1873,594,15,0,0,891,24.3
72023,ZCTA5 72023,36058,3521,41920,35519,31825,40938,51171,62238,13602,9257,6926,2316,15,0,0,4345,2776,1362,111,96,0,862,26.6
72024,ZCTA5 72024,3689,392,31669,NA,30600,40688,36685,NA,1431,1064,837,207,16,4,0,367,221,134,12,0,0,772,24.8
72025,ZCTA5 72025,743,72,36000,NA,40114,31818,35625,NA,279,252,182,70,0,0,0,27,20,3,4,0,0,616,32.5
72026,ZCTA5 72026,282,33,50357,NA,31181,50273,63125,NA,108,52,21,31,0,0,0,56,48,8,0,0,0,NA,NA
72027,ZCTA5 72027,1364,164,40188,NA,45156,43077,NA,NA,522,455,355,91,9,0,0,67,53,14,0,0,0,425,9
72029,ZCTA5 72029,1601,431,32778,26845,29318,32404,43906,48750,783,435,337,95,3,0,0,348,283,56,0,9,0,368,28.9
72030,ZCTA5 72030,552,81,14916,NA,14232,44375,NA,NA,301,262,198,64,0,0,0,39,31,8,0,0,0,NA,NA
72031,ZCTA5 72031,7666,1741,30721,15484,30333,25833,39074,53696,2916,2188,1552,547,50,18,21,728,550,96,43,39,0,518,30.9
72032,ZCTA5 72032,32591,5698,34085,24665,26962,32390,44991,59281,12556,7461,5672,1557,191,24,17,5095,3378,1560,100,25,32,836,31.5
72034,ZCTA5 72034,48566,8608,40288,24628,28861,34483,53608,62088,18901,9970,8330,1608,32,0,0,8931,5860,2919,88,44,20,831,30.6
72035,ZCTA5 72035,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
72036,ZCTA5 72036,600,241,26719,2499,23750,31250,NA,NA,321,217,195,22,0,0,0,104,94,10,0,0,0,455,43.5
72037,ZCTA5 72037,30,0,47750,NA,NA,NA,NA,NA,13,9,9,0,0,0,0,4,4,0,0,0,0,NA,NA
72038,ZCTA5 72038,49,0,69688,NA,NA,NA,NA,NA,28,20,20,0,0,0,0,8,8,0,0,0,0,NA,NA
72039,ZCTA5 72039,2416,366,38125,23173,50288,27159,37188,100303,794,674,443,224,7,0,0,120,66,49,5,0,0,670,32.1
72040,ZCTA5 72040,2596,221,37442,25781,32422,37083,52546,61250,1225,883,738,145,0,0,0,342,152,168,11,11,0,523,25.1
72041,ZCTA5 72041,1308,349,29205,NA,30625,26471,NA,NA,584,415,310,95,10,0,0,169,73,70,10,16,0,687,27.3
72042,ZCTA5 72042,4878,997,32211,15625,30625,30179,53429,48750,2113,1472,1194,278,0,0,0,641,513,98,30,0,0,570,27.1
72044,ZCTA5 72044,837,57,34464,NA,39097,25500,NA,NA,341,296,225,71,0,0,0,45,21,12,7,5,0,805,51
72045,ZCTA5 72045,1354,40,34411,33391,48832,26511,NA,NA,547,263,263,0,0,0,0,284,136,148,0,0,0,824,19.4
72046,ZCTA5 72046,4212,994,29583,21771,25781,32955,44196,53750,1616,1031,829,171,31,0,0,585,355,206,24,0,0,653,29.1
72047,ZCTA5 72047,744,114,30846,40000,27500,29722,NA,35000,291,252,191,61,0,0,0,39,38,1,0,0,0,NA,30.9
72048,ZCTA5 72048,97,0,43542,NA,NA,43333,NA,NA,34,34,27,7,0,0,0,0,0,0,0,0,0,NA,NA
72051,ZCTA5 72051,683,195,14545,NA,21152,2499,NA,NA,205,178,121,50,7,0,0,27,11,0,16,0,0,NA,NA
72055,ZCTA5 72055,917,85,25333,18611,25781,25511,54107,75156,415,283,234,49,0,0,0,132,85,39,3,5,0,621,22
72057,ZCTA5 72057,1064,150,52763,NA,63472,NA,NA,NA,360,285,192,65,28,0,0,75,26,49,0,0,0,856,9
72058,ZCTA5 72058,17217,2258,44118,37702,40079,40855,53588,52523,6124,4508,3311,1139,43,15,0,1616,1049,527,40,0,0,795,30.1
72059,ZCTA5 72059,39,23,NA,NA,NA,NA,NA,NA,20,20,20,0,0,0,0,0,0,0,0,0,0,NA,NA
72060,ZCTA5 72060,601,46,29472,NA,34868,28731,27250,NA,272,193,130,63,0,0,0,79,75,4,0,0,0,617,18.3
72061,ZCTA5 72061,127,2,38750,NA,NA,35469,NA,56786,65,51,33,18,0,0,0,14,7,7,0,0,0,800,11.4
72063,ZCTA5 72063,2008,577,35714,NA,32115,31750,51250,NA,764,611,425,169,17,0,0,153,78,61,14,0,0,534,23.6
72064,ZCTA5 72064,2259,416,37714,15855,32344,37361,48917,47000,1058,782,684,79,19,0,0,276,177,99,0,0,0,683,23.1
72065,ZCTA5 72065,5147,421,41282,31536,32254,41675,54107,68056,1805,1504,1193,311,0,0,0,301,229,55,17,0,0,713,23.9
72067,ZCTA5 72067,2416,553,25625,30385,19194,26250,48750,52375,1164,860,777,70,3,10,0,304,216,88,0,0,0,698,19.1
72068,ZCTA5 72068,412,115,31458,NA,NA,27083,41563,NA,146,86,70,16,0,0,0,60,15,38,7,0,0,781,27.5
72069,ZCTA5 72069,1290,321,33708,33385,24000,37888,49226,NA,641,476,411,48,15,2,0,165,108,48,9,0,0,454,27.1
72070,ZCTA5 72070,1688,494,41788,NA,41206,25284,65938,100817,644,506,369,102,35,0,0,138,27,104,0,7,0,577,51
72072,ZCTA5 72072,504,28,39044,29107,36875,43654,NA,NA,215,189,157,32,0,0,0,26,20,6,0,0,0,NA,NA
72073,ZCTA5 72073,1017,100,39646,38558,38798,40893,49688,51500,446,307,276,27,4,0,0,139,63,76,0,0,0,NA,27.5
72074,ZCTA5 72074,151,5,27273,NA,35833,26346,NA,NA,72,60,48,12,0,0,0,12,12,0,0,0,0,NA,NA
72076,ZCTA5 72076,38445,6926,32243,25063,29173,32456,43831,59130,14493,8387,6528,1798,49,12,0,6106,3714,2232,142,18,0,782,29.7
72079,ZCTA5 72079,750,67,25909,NA,30982,60774,NA,NA,255,245,189,56,0,0,0,10,0,10,0,0,0,NA,NA
72080,ZCTA5 72080,315,29,NA,NA,NA,NA,NA,NA,189,174,147,27,0,0,0,15,15,0,0,0,0,NA,NA
72081,ZCTA5 72081,7604,1000,35625,19515,35783,36094,48529,53684,2835,2039,1523,414,102,0,0,796,489,235,43,29,0,713,23.1
72082,ZCTA5 72082,1877,653,22721,21979,22500,19583,25769,53654,805,479,373,103,0,3,0,326,239,82,5,0,0,549,33.9
72083,ZCTA5 72083,161,36,30625,15938,NA,31667,NA,NA,67,50,48,2,0,0,0,17,8,6,0,0,3,817,33.2
72084,ZCTA5 72084,1298,302,36042,NA,35556,29028,63636,63375,432,338,247,86,5,0,0,94,52,32,10,0,0,563,26.8
72085,ZCTA5 72085,240,76,25833,NA,27813,NA,NA,NA,83,39,31,5,3,0,0,44,17,27,0,0,0,729,17.5
72086,ZCTA5 72086,10752,1694,38537,20243,37500,35202,51200,63173,4125,2992,2111,816,46,0,19,1133,927,199,0,0,7,680,32.4
72087,ZCTA5 72087,1833,131,45750,14018,52656,31250,62664,59500,724,666,561,95,2,8,0,58,52,6,0,0,0,2151,13.5
72088,ZCTA5 72088,2339,132,27750,NA,34550,20862,27458,NA,1225,1068,991,77,0,0,0,157,101,56,0,0,0,1045,51
72099,ZCTA5 72099,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
72101,ZCTA5 72101,2819,510,38214,22917,38720,35950,54306,45625,1256,904,639,247,18,0,0,352,228,121,0,3,0,578,29.5
72102,ZCTA5 72102,3110,379,31594,38598,27059,31000,49125,NA,1028,765,520,218,23,0,4,263,96,167,0,0,0,676,30.6
72103,ZCTA5 72103,12533,1898,32676,26495,25625,35169,44280,54194,4543,3456,2536,826,54,40,0,1087,585,464,22,16,0,839,34.4
72104,ZCTA5 72104,21608,4511,31093,20765,30529,31665,41619,46964,8626,6254,4929,1280,45,0,0,2372,1628,510,74,117,43,622,28.5
72106,ZCTA5 72106,5488,1069,37244,30977,33893,40000,47750,73571,1922,1381,1052,247,76,6,0,541,284,217,29,11,0,805,23.4
72107,ZCTA5 72107,96,9,27500,NA,50417,NA,39375,NA,45,44,40,4,0,0,0,1,1,0,0,0,0,NA,NA
72108,ZCTA5 72108,64,0,123676,NA,NA,NA,NA,NA,38,38,38,0,0,0,0,0,0,0,0,0,0,NA,NA
72110,ZCTA5 72110,11180,2061,28306,21932,24865,30044,45161,66786,4522,2498,1961,510,25,2,0,2024,1326,626,36,0,36,645,28
72111,ZCTA5 72111,1302,80,39779,36549,NA,42308,NA,44226,471,416,361,55,0,0,0,55,18,25,12,0,0,808,18.8
72112,ZCTA5 72112,8255,2254,21985,18956,18333,25403,37292,NA,3612,2239,1764,425,31,19,0,1373,1054,319,0,0,0,588,29.5
72113,ZCTA5 72113,25550,2847,46518,48750,32097,37436,53116,83505,10577,6258,5122,1117,0,19,0,4319,2691,1585,43,0,0,897,26.9
72114,ZCTA5 72114,10469,5019,20380,13880,20817,17866,37943,56287,4745,1264,1021,237,0,0,6,3481,2291,1054,33,59,44,679,34.6
72116,ZCTA5 72116,22003,2287,43096,12025,31047,39650,50532,58306,9332,5899,5220,679,0,0,0,3433,2187,1116,71,59,0,921,29.3
72117,ZCTA5 72117,14621,4140,30045,22004,26074,31300,36644,44428,5258,3222,2312,795,91,7,17,2036,1182,761,93,0,0,861,42.6
72118,ZCTA5 72118,21449,4640,35884,26378,31943,35994,46731,54625,8566,4966,3879,1067,20,0,0,3600,2112,1412,76,0,0,823,26.4
72119,ZCTA5 72119,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
72120,ZCTA5 72120,32715,3248,41280,21071,33723,37383,50566,64090,12795,9380,7508,1827,26,19,0,3415,2095,1176,73,71,0,876,24
72121,ZCTA5 72121,2989,568,30650,30417,29052,26866,58849,NA,1231,918,661,249,0,8,0,313,123,181,9,0,0,707,20
72122,ZCTA5 72122,596,9,35524,NA,34479,40000,NA,NA,232,214,170,44,0,0,0,18,9,9,0,0,0,NA,NA
72123,ZCTA5 72123,437,138,26250,23409,29688,22321,57917,NA,207,131,90,41,0,0,0,76,39,37,0,0,0,470,31.9
72125,ZCTA5 72125,813,146,32500,NA,27056,38542,68125,NA,277,178,116,62,0,0,0,99,57,30,12,0,0,675,24.4
72126,ZCTA5 72126,3816,599,32000,25089,30479,30575,60536,64461,1295,930,505,406,19,0,0,365,223,120,16,6,0,639,23.6
72127,ZCTA5 72127,2121,236,37817,NA,32361,42581,42750,92250,892,763,577,186,0,0,0,129,102,27,0,0,0,723,14.2
72128,ZCTA5 72128,889,213,33333,NA,32045,28929,43958,50250,318,262,158,101,3,0,0,56,34,22,0,0,0,900,20.5
72129,ZCTA5 72129,1064,269,29375,NA,26615,22361,83088,66806,428,360,265,88,7,0,0,68,37,31,0,0,0,561,51
72130,ZCTA5 72130,822,300,23182,33413,10250,29539,NA,NA,275,212,139,60,13,0,0,63,53,10,0,0,0,468,13.6
72131,ZCTA5 72131,4953,667,35021,16667,36920,32423,45603,41477,1948,1628,1280,313,35,0,0,320,184,127,9,0,0,776,19.5
72132,ZCTA5 72132,3276,409,44104,43875,41684,41635,53508,85347,1293,939,739,200,0,0,0,354,205,131,18,0,0,872,23
72134,ZCTA5 72134,332,35,42368,41053,NA,48750,45652,NA,182,127,114,7,0,6,0,55,55,0,0,0,0,NA,NA
72135,ZCTA5 72135,2718,151,51563,NA,39667,41250,54778,80583,1084,868,704,164,0,0,0,216,165,14,37,0,0,1254,31.3
72136,ZCTA5 72136,1136,113,40879,NA,41270,38906,NA,NA,504,458,416,33,9,0,0,46,26,20,0,0,0,NA,12.7
72137,ZCTA5 72137,2445,521,30508,NA,20568,44444,45987,53125,877,677,419,226,13,19,0,200,141,59,0,0,0,571,43.8
72139,ZCTA5 72139,252,121,19792,NA,23750,NA,NA,NA,122,62,58,4,0,0,0,60,39,14,7,0,0,306,24.5
72140,ZCTA5 72140,370,22,47031,45455,45625,48250,55417,NA,145,122,94,23,5,0,0,23,9,14,0,0,0,NA,NA
72141,ZCTA5 72141,660,180,24519,NA,2499,31319,NA,NA,268,216,166,42,8,0,0,52,42,10,0,0,0,NA,NA
72142,ZCTA5 72142,1988,164,45769,29181,41779,42037,63036,59138,816,692,590,102,0,0,0,124,111,13,0,0,0,595,31.8
