GEOID,NAME,B17001_001,B17001_002,B20004_001,B20004_002,B20004_003,B20004_004,B20004_005,B20004_006,B25014_001,B25014_002,B25014_003,B25014_004,B25014_005,B25014_006,B25014_007,B25014_008,B25014_009,B25014_010,B25014_011,B25014_012,B25014_013,B25064_001,B25071_001
07626,ZCTA5 07626,8629,270,88470,44292,30144,63021,95942,121220,2812,2394,1939,455,0,0,0,418,152,243,23,0,0,2686,32.2
07627,ZCTA5 07627,4942,163,83494,31136,NA,60758,96146,111083,1680,1474,1214,260,0,0,0,206,68,138,0,0,0,2773,18.6
07628,ZCTA5 07628,17615,839,53317,29615,37629,52315,64485,85046,6370,4672,3431,1139,102,0,0,1698,957,741,0,0,0,1306,31.4
07630,ZCTA5 07630,7384,208,63954,NA,31233,61350,64545,94447,2541,2178,1654,524,0,0,0,363,159,204,0,0,0,1847,34.4
07631,ZCTA5 07631,28075,3264,51151,30568,27595,45755,74016,94806,11087,6056,4512,1468,76,0,0,5031,2642,2205,102,53,29,1469,28.7
07632,ZCTA5 07632,5453,113,81000,NA,35500,63864,97600,96312,1843,1659,1380,268,11,0,0,184,100,84,0,0,0,3337,22.9
07640,ZCTA5 07640,4753,410,77708,30556,44688,66833,89600,93707,1626,1514,1246,256,12,0,0,112,84,28,0,0,0,2514,24.1
07641,ZCTA5 07641,3418,38,73971,250001,35461,62250,63828,113750,1113,1059,915,144,0,0,0,54,32,22,0,0,0,3501,44.7
07642,ZCTA5 07642,10259,479,73993,NA,42188,51213,95938,109792,3475,2958,2302,656,0,0,0,517,209,308,0,0,0,1405,32.6
07643,ZCTA5 07643,10782,1113,43882,22188,31322,42567,62012,59286,4096,1750,1187,541,6,16,0,2346,918,1249,102,77,0,1349,30.4
07644,ZCTA5 07644,24100,2503,44703,23632,35521,44385,54283,73453,8805,3878,2288,1502,86,2,0,4927,2544,2216,99,27,41,1348,31.5
07645,ZCTA5 07645,8489,365,73333,51613,46152,46672,82292,107050,2975,2627,2175,402,28,0,22,348,285,42,0,21,0,1833,21.6
07646,ZCTA5 07646,16337,1137,57726,42222,39116,50524,68354,76071,5859,3650,2571,1044,27,8,0,2209,1172,943,45,9,40,1438,27.1
07647,ZCTA5 07647,5135,306,60204,21417,40352,67857,77969,71184,1713,1426,1027,399,0,0,0,287,66,221,0,0,0,1600,24.3
07648,ZCTA5 07648,5632,263,78819,NA,37045,54953,80532,98699,2160,1767,1474,293,0,0,0,393,302,91,0,0,0,1851,39.3
07649,ZCTA5 07649,7989,163,76071,NA,35172,50329,86121,124273,2788,2470,2124,346,0,0,0,318,105,190,23,0,0,1651,25.2
07650,ZCTA5 07650,20564,2487,42438,21416,31442,40930,53252,82009,7403,2719,1858,796,47,18,0,4684,1681,2500,304,144,55,1520,31.7
07652,ZCTA5 07652,24909,751,61136,31563,46238,52784,65601,98125,8232,7069,5373,1660,36,0,0,1163,604,554,5,0,0,2011,38
07656,ZCTA5 07656,8531,193,76961,NA,61625,52772,90771,105938,3259,2650,2289,340,21,0,0,609,365,231,13,0,0,1474,28.1
07657,ZCTA5 07657,11211,971,45397,22604,33529,35860,60753,77778,3827,1728,1070,645,13,0,0,2099,1205,779,73,35,7,1584,33.6
07660,ZCTA5 07660,12922,864,51414,39702,31302,46106,62932,80069,4720,2584,1571,943,40,30,0,2136,977,975,119,32,33,1368,31.1
07661,ZCTA5 07661,11500,508,73445,35417,50893,58160,77313,95755,3867,2935,2142,793,0,0,0,932,470,403,12,47,0,1676,27.7
07662,ZCTA5 07662,5413,409,55776,60417,52361,43571,61458,96510,2001,1487,1085,402,0,0,0,514,287,221,6,0,0,1709,28.9
07663,ZCTA5 07663,13845,535,59377,31204,44125,57869,81197,79706,5328,3665,2672,948,19,26,0,1663,1135,502,26,0,0,1700,27.5
07666,ZCTA5 07666,39338,2375,61232,34722,32101,49227,66458,101327,13072,9502,6574,2780,132,16,0,3570,1763,1522,163,87,35,1483,33.6
07670,ZCTA5 07670,14570,412,101859,NA,16600,71657,101437,122344,4690,3659,2564,1095,0,0,0,1031,561,380,25,65,0,2271,30.4
07675,ZCTA5 07675,26891,1161,72173,16453,49079,61275,79176,96690,10034,7568,6337,1185,29,8,9,2466,1565,874,27,0,0,1754,25.3
07676,ZCTA5 07676,9198,135,70865,30625,36012,72173,76234,80882,3320,3118,2626,472,20,0,0,202,107,95,0,0,0,NA,23
07677,ZCTA5 07677,5743,212,91066,NA,61192,NA,95300,109083,1963,1746,1563,183,0,0,0,217,196,21,0,0,0,2069,51
07701,ZCTA5 07701,23890,2209,53204,24127,28031,48470,72981,86685,9950,6670,5696,952,22,0,0,3280,1823,1324,76,26,31,1598,31.5
07702,ZCTA5 07702,3940,20,79883,28906,47000,NA,101938,127955,1434,1299,1090,209,0,0,0,135,81,54,0,0,0,2735,51
07703,ZCTA5 07703,132,31,100633,NA,NA,NA,NA,NA,52,36,36,0,0,0,0,16,0,16,0,0,0,NA,NA
07704,ZCTA5 07704,5865,195,85688,NA,34063,54300,94107,114107,1822,1701,1338,363,0,0,0,121,38,77,6,0,0,2288,23.8
07711,ZCTA5 07711,1699,45,63854,NA,38750,42679,58750,112500,605,517,473,44,0,0,0,88,80,6,2,0,0,1323,29.7
07712,ZCTA5 07712,38386,5589,47941,20533,32344,39026,63968,82038,16726,7792,6536,1241,15,0,0,8934,5490,3045,196,191,12,1208,32.9
07716,ZCTA5 07716,8076,249,57045,14528,38529,53516,70588,85917,3572,2546,2244,289,13,0,0,1026,850,176,0,0,0,1248,33
07717,ZCTA5 07717,1789,150,73000,15417,34792,51875,77375,88500,897,598,547,51,0,0,0,299,232,62,5,0,0,1484,23.1
07718,ZCTA5 07718,7093,365,56214,NA,40909,58413,61250,92803,2355,2072,1602,439,31,0,0,283,85,187,11,0,0,1734,35.4
07719,ZCTA5 07719,20811,1319,53787,24050,36923,40378,66638,101348,8395,5981,4877,1055,18,17,14,2414,1680,667,51,16,0,1482,26.5
07720,ZCTA5 07720,4193,459,40101,NA,23452,38588,64508,59295,2152,1024,867,144,0,0,13,1128,733,379,16,0,0,1348,32.6
07721,ZCTA5 07721,3110,83,55791,NA,54063,42264,68578,59417,1247,747,528,207,12,0,0,500,240,255,5,0,0,1423,25.5
07722,ZCTA5 07722,10011,408,88603,28125,61637,41181,109760,157000,3282,2932,2722,210,0,0,0,350,262,88,0,0,0,1945,40.8
07723,ZCTA5 07723,701,111,40625,46429,37321,NA,46250,103625,279,156,133,18,2,3,0,123,83,28,9,0,3,1125,51
07724,ZCTA5 07724,20748,1818,53831,38125,32152,40487,71541,89221,8740,5750,4706,1014,30,0,0,2990,1962,895,133,0,0,1279,37.4
07726,ZCTA5 07726,43332,1546,68321,31655,46250,52370,82500,102596,15482,13138,10874,2184,59,0,21,2344,1732,585,27,0,0,1560,38.9
07727,ZCTA5 07727,6763,1197,50556,48269,29559,49866,71814,75571,2532,1777,1499,278,0,0,0,755,434,304,17,0,0,1059,45.7
07728,ZCTA5 07728,54044,3750,53659,22785,34239,52833,69499,90843,19954,14679,12280,2390,9,0,0,5275,3038,1741,314,162,20,1672,36.4
07730,ZCTA5 07730,16401,792,54968,30635,42683,47500,68452,83421,5821,5094,4042,975,58,10,9,727,452,261,0,14,0,1053,32.2
07731,ZCTA5 07731,38633,1520,55875,27330,41696,49583,66102,86607,12792,11388,8402,2930,44,12,0,1404,721,481,113,89,0,1488,35.8
07732,ZCTA5 07732,4853,343,50708,52670,30598,NA,55625,95259,2658,1681,1422,259,0,0,0,977,774,203,0,0,0,1217,39.8
07733,ZCTA5 07733,16238,674,88042,NA,50682,47738,84000,129811,5831,5085,4334,739,0,12,0,746,549,190,7,0,0,1563,28.8
07734,ZCTA5 07734,12822,2602,39677,20972,36549,37319,66679,66759,4861,2897,1929,948,20,0,0,1964,1108,828,0,0,28,1320,44.6
07735,ZCTA5 07735,18194,1361,46698,29388,40644,48879,63750,56118,7104,5242,3894,1308,40,0,0,1862,964,762,127,9,0,1209,30.1
07737,ZCTA5 07737,4032,161,61680,NA,40815,58611,71594,81019,1435,1253,993,260,0,0,0,182,129,53,0,0,0,1239,23.4
07738,ZCTA5 07738,6376,180,85426,12750,38750,41970,112829,109405,2089,1871,1479,392,0,0,0,218,178,20,0,20,0,420,29.6
07739,ZCTA5 07739,5844,83,87865,NA,NA,43080,122344,108229,2043,1935,1640,295,0,0,0,108,108,0,0,0,0,2469,35.8
07740,ZCTA5 07740,30436,5656,34383,21547,29783,32383,52569,86571,12130,5111,3983,1076,42,10,0,7019,3788,2755,318,50,108,1311,32.9
07746,ZCTA5 07746,18233,387,84759,62946,33427,49797,94736,105000,5874,5652,4946,664,26,0,16,222,129,93,0,0,0,2582,24
07747,ZCTA5 07747,30881,1313,62166,34890,42511,59276,67946,83578,11892,9087,7368,1665,42,12,0,2805,1861,887,42,15,0,1658,26.7
07748,ZCTA5 07748,27173,852,63863,25694,50732,48719,73188,96763,9645,7956,6578,1358,20,0,0,1689,960,691,29,9,0,1418,29
07750,ZCTA5 07750,3203,128,79583,NA,28000,44286,85625,105125,1414,1170,1082,88,0,0,0,244,190,54,0,0,0,2534,28.1
07751,ZCTA5 07751,20060,201,82104,37083,47778,64391,76159,109870,6222,5590,4490,1057,43,0,0,632,322,284,26,0,0,2239,30.5
07753,ZCTA5 07753,36287,3719,49349,22717,34711,46004,65536,64332,15730,10238,8180,2019,30,9,0,5492,3910,1460,94,28,0,1468,38.4
07755,ZCTA5 07755,6028,269,58887,63565,50466,53569,60227,106625,2222,1982,1592,390,0,0,0,240,117,105,18,0,0,1712,43
07756,ZCTA5 07756,2936,156,46563,28906,24620,52008,42060,64375,1937,749,733,16,0,0,0,1188,887,301,0,0,0,1281,31
07757,ZCTA5 07757,5593,321,55711,53667,NA,37400,75388,83083,2238,1835,1543,292,0,0,0,403,287,105,0,11,0,NA,31.1
07758,ZCTA5 07758,4528,148,53554,31458,42548,64464,60474,78523,1572,1357,1009,315,33,0,0,215,131,84,0,0,0,1480,26.2
07760,ZCTA5 07760,8677,249,83750,NA,39489,44063,104076,173194,3128,2709,2396,313,0,0,0,419,342,77,0,0,0,1875,34
07762,ZCTA5 07762,8242,544,58785,NA,17788,39681,63630,100721,4038,2634,2333,290,0,0,11,1404,1137,267,0,0,0,1496,34.1
07764,ZCTA5 07764,6709,380,60647,46181,51042,51042,63477,83333,2485,1884,1484,394,0,0,6,601,459,142,0,0,0,1807,24.2
07801,ZCTA5 07801,24170,2134,35441,24098,32470,37526,47851,78750,8123,3991,2650,1277,45,0,19,4132,1755,1979,252,92,54,1490,31.3
07803,ZCTA5 07803,3522,272,50953,35795,28750,45729,59219,95682,1257,1117,886,219,0,12,0,140,78,28,34,0,0,1706,31.3
07820,ZCTA5 07820,8,2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
07821,ZCTA5 07821,8501,206,62059,NA,46553,53967,75242,97813,3352,2945,2558,342,45,0,0,407,253,154,0,0,0,1279,27.5
07822,ZCTA5 07822,878,30,54432,NA,NA,35069,90100,112841,279,269,224,38,7,0,0,10,0,10,0,0,0,NA,NA
07823,ZCTA5 07823,7758,435,42656,17361,40665,36042,47404,64523,3331,2257,1832,381,44,0,0,1074,816,258,0,0,0,939,33.5
07825,ZCTA5 07825,9458,495,56612,26293,46356,55990,61612,84792,3489,3033,2457,572,0,0,4,456,374,82,0,0,0,1438,36
07826,ZCTA5 07826,5824,379,53252,NA,44100,50357,65781,92375,2261,1857,1533,324,0,0,0,404,262,142,0,0,0,1488,28.4
07827,ZCTA5 07827,4040,242,52500,NA,38333,52924,76344,59333,1668,1363,1112,239,12,0,0,305,152,126,27,0,0,1069,33.8
07828,ZCTA5 07828,14967,1074,47806,48984,35607,40996,61362,93207,5854,2864,2464,400,0,0,0,2990,1630,1158,109,40,53,1225,29.1
07830,ZCTA5 07830,6810,113,77935,250001,50972,53750,82143,123665,2338,2207,1836,358,0,13,0,131,83,48,0,0,0,1042,35.8
07832,ZCTA5 07832,3389,96,59257,30139,59091,63182,51250,71750,1273,1132,937,188,0,0,7,141,90,51,0,0,0,1214,21.9
07833,ZCTA5 07833,107,0,NA,NA,NA,NA,NA,NA,56,41,41,0,0,0,0,15,15,0,0,0,0,NA,NA
07834,ZCTA5 07834,17752,753,75941,56553,32132,41536,89694,104123,6803,5725,4811,860,36,18,0,1078,710,368,0,0,0,1460,27.8
07836,ZCTA5 07836,12579,806,78154,71042,34856,54137,98375,110901,4536,3052,2752,294,6,0,0,1484,1029,455,0,0,0,1478,26.7
07838,ZCTA5 07838,2915,32,62137,43194,61354,60993,62266,87361,1139,942,796,138,0,8,0,197,143,54,0,0,0,1460,25.9
07840,ZCTA5 07840,29580,2098,52621,24345,40343,49143,64066,73750,11754,7722,6361,1349,12,0,0,4032,2498,1352,153,18,11,1235,30.9
07842,ZCTA5 07842,95,0,65000,NA,NA,NA,96250,NA,45,45,36,9,0,0,0,0,0,0,0,0,0,NA,NA
07843,ZCTA5 07843,11606,334,49975,38846,41450,42397,65056,91392,4556,3712,2724,976,12,0,0,844,543,301,0,0,0,1453,26.7
07846,ZCTA5 07846,67,0,NA,NA,NA,NA,NA,NA,15,15,10,5,0,0,0,0,0,0,0,0,0,NA,NA
07847,ZCTA5 07847,1922,80,55761,NA,44567,55769,56399,91667,746,652,536,116,0,0,0,94,29,65,0,0,0,1588,32.9
07848,ZCTA5 07848,4528,363,57385,30536,34531,54388,70481,104907,1724,1482,1217,254,11,0,0,242,166,76,0,0,0,1165,34.6
07849,ZCTA5 07849,9246,365,62798,30903,45507,53050,80770,93472,3670,3084,2678,397,0,0,9,586,423,136,0,27,0,1461,35.8
07850,ZCTA5 07850,6661,693,43152,52500,28889,38929,58438,85700,2238,1665,1308,329,28,0,0,573,184,241,148,0,0,1311,34.9
07851,ZCTA5 07851,61,0,64750,NA,NA,NA,63500,NA,29,26,26,0,0,0,0,3,3,0,0,0,0,NA,NA
07852,ZCTA5 07852,3946,155,68944,NA,NA,50938,79412,107730,1495,1305,999,292,0,14,0,190,175,15,0,0,0,1548,39.7
07853,ZCTA5 07853,12915,423,83750,23958,46976,57679,101101,120208,4181,4006,3446,560,0,0,0,175,54,121,0,0,0,2271,41.9
07856,ZCTA5 07856,4126,160,50918,NA,31953,39286,66696,87143,1748,1218,1050,111,57,0,0,530,440,90,0,0,0,2069,29.4
07857,ZCTA5 07857,3181,370,44746,62969,44509,32974,54250,89464,1430,678,529,149,0,0,0,752,485,237,10,11,9,1166,29.3
07860,ZCTA5 07860,24809,2039,52371,28701,41875,46159,66216,78491,9568,7245,6007,1181,24,0,33,2323,1457,858,0,8,0,1216,31.8
07863,ZCTA5 07863,3543,273,52139,26902,41518,57143,67692,86250,1465,1226,1016,210,0,0,0,239,208,31,0,0,0,858,32.3
07865,ZCTA5 07865,1910,132,55960,NA,29777,54276,59706,80526,665,612,464,148,0,0,0,53,33,20,0,0,0,NA,NA
07866,ZCTA5 07866,23003,1010,66021,44375,46489,54564,73400,105870,8623,7341,5700,1597,35,0,9,1282,844,391,24,23,0,1394,27.8
07869,ZCTA5 07869,25483,912,75382,36996,40753,53750,84330,108408,9169,6895,5728,1139,28,0,0,2274,1427,688,81,57,21,1454,26.4
07870,ZCTA5 07870,30,0,NA,NA,NA,NA,NA,NA,16,7,7,0,0,0,0,9,9,0,0,0,0,NA,NA
07871,ZCTA5 07871,20100,449,72293,16286,43771,55679,78438,102669,7188,6478,5359,1080,33,6,0,710,592,109,0,9,0,1466,24.3
07874,ZCTA5 07874,8062,318,54077,37019,48287,43698,68773,92500,3055,2698,2104,594,0,0,0,357,281,76,0,0,0,1671,26.2
07876,ZCTA5 07876,9731,232,77027,NA,53523,65689,86850,100887,3548,3291,2962,323,6,0,0,257,152,105,0,0,0,1676,29
07878,ZCTA5 07878,627,7,42217,NA,NA,39850,NA,81250,240,214,186,28,0,0,0,26,7,19,0,0,0,NA,NA
07880,ZCTA5 07880,221,0,NA,NA,NA,NA,NA,NA,60,60,34,26,0,0,0,0,0,0,0,0,0,NA,NA
07881,ZCTA5 07881,6,0,NA,NA,NA,NA,NA,NA,4,4,4,0,0,0,0,0,0,0,0,0,0,NA,NA
07882,ZCTA5 07882,14380,744,50996,30043,40947,50505,70551,71042,5676,4081,3177,904,0,0,0,1595,1181,405,0,9,0,1143,28
07885,ZCTA5 07885,10089,833,50511,44207,34060,45938,70417,83354,3837,2401,1900,492,9,0,0,1436,757,630,0,0,49,1672,31.3
07901,ZCTA5 07901,23428,1013,86732,15352,37228,35174,94839,134411,8376,5702,4865,779,33,0,25,2674,1612,970,92,0,0,1856,24
07920,ZCTA5 07920,26478,893,103776,21214,30409,68517,99167,129852,9802,8118,6963,1140,15,0,0,1684,1240,429,15,0,0,1955,27
07921,ZCTA5 07921,7467,507,80156,46118,34837,58850,81304,111042,3794,2896,2524,352,20,0,0,898,554,269,19,56,0,2031,22.4
07922,ZCTA5 07922,12004,145,87608,29417,39100,54339,94952,147955,4144,3932,3238,656,38,0,0,212,135,77,0,0,0,2555,23
07924,ZCTA5 07924,7544,256,72097,NA,22362,44806,81708,127852,2581,2219,1929,290,0,0,0,362,209,153,0,0,0,1787,28.9
07926,ZCTA5 07926,9,0,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,0,9,9,0,0,0,0,NA,NA
07927,ZCTA5 07927,3814,123,76776,40125,NA,46898,85875,119609,1590,1065,878,187,0,0,0,525,297,182,0,14,32,2477,24.5
07928,ZCTA5 07928,18694,396,105489,38333,45278,53798,123659,147212,6482,5527,4767,749,11,0,0,955,554,395,0,0,6,2037,23.8
07930,ZCTA5 07930,8024,250,93508,24659,41853,NA,101458,142500,3027,2779,2561,218,0,0,0,248,139,97,12,0,0,1393,21.2
07931,ZCTA5 07931,3001,63,103869,20313,NA,58542,105804,201786,1031,908,806,102,0,0,0,123,93,30,0,0,0,2417,23.3
07932,ZCTA5 07932,9872,737,76012,NA,47583,54813,73902,101531,3992,2726,2448,278,0,0,0,1266,732,506,0,28,0,2441,26.8
07933,ZCTA5 07933,2981,172,69976,NA,NA,43333,69043,152734,1116,992,855,131,0,6,0,124,124,0,0,0,0,1674,14.2
07934,ZCTA5 07934,1495,100,75000,NA,29000,41563,84464,129375,516,461,361,84,16,0,0,55,55,0,0,0,0,1770,51
07935,ZCTA5 07935,374,0,84000,NA,NA,NA,NA,NA,141,118,118,0,0,0,0,23,23,0,0,0,0,NA,NA
07936,ZCTA5 07936,11072,248,72457,NA,46115,64787,93368,100446,3771,3586,3023,560,0,3,0,185,113,72,0,0,0,2309,26.2
07939,ZCTA5 07939,174,112,NA,NA,NA,NA,NA,NA,43,13,13,0,0,0,0,30,30,0,0,0,0,NA,NA
07940,ZCTA5 07940,15044,762,80034,39453,28929,51477,99286,106804,5589,3779,3084,695,0,0,0,1810,1317,450,10,33,0,1807,26.1
07945,ZCTA5 07945,8809,263,88333,NA,33000,63368,85871,121000,3109,2853,2580,273,0,0,0,256,188,68,0,0,0,1520,28.3
07946,ZCTA5 07946,3215,16,96328,NA,NA,33947,111429,136042,1110,1021,901,120,0,0,0,89,31,58,0,0,0,3080,36.5
07950,ZCTA5 07950,19066,772,75257,30304,45417,50750,81528,107894,7147,5579,4658,885,36,0,0,1568,1067,485,16,0,0,2185,25.5
07960,ZCTA5 07960,43469,3183,71504,21837,36314,49963,76752,108458,18047,11040,9706,1327,7,0,0,7007,4317,2436,190,64,0,1761,25.8
07961,ZCTA5 07961,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
07970,ZCTA5 07970,169,0,44777,NA,NA,NA,NA,NA,57,57,17,40,0,0,0,0,0,0,0,0,0,NA,NA
07974,ZCTA5 07974,12295,335,91374,NA,49630,54844,100325,135388,4134,3407,2684,723,0,0,0,727,485,202,40,0,0,1754,27.9
07976,ZCTA5 07976,714,10,70227,NA,NA,NA,86458,250001,302,228,222,6,0,0,0,74,74,0,0,0,0,1408,19
07977,ZCTA5 07977,597,0,47955,NA,19286,48011,59071,193333,231,128,125,3,0,0,0,103,54,49,0,0,0,1338,38.4
07979,ZCTA5 07979,377,0,75417,NA,75046,NA,NA,NA,205,205,200,5,0,0,0,0,0,0,0,0,0,NA,NA
07980,ZCTA5 07980,2394,60,62311,NA,22146,94929,63882,105781,905,641,562,78,1,0,0,264,220,44,0,0,0,1436,20.6
07981,ZCTA5 07981,8972,187,69673,28563,39438,59375,85046,107769,3558,3041,2566,469,0,6,0,517,414,69,0,34,0,1879,40
08001,ZCTA5 08001,795,38,42454,NA,33917,54716,63750,86094,326,261,220,41,0,0,0,65,31,29,5,0,0,1042,25.8
08002,ZCTA5 08002,22560,1522,48897,25610,27410,46295,57637,77076,8956,5770,4568,1132,62,8,0,3186,1860,1288,8,30,0,1422,24.6
08003,ZCTA5 08003,29935,1094,71531,27292,42917,45457,71223,105977,10870,9587,8336,1208,43,0,0,1283,877,368,38,0,0,1688,31.8
08004,ZCTA5 08004,12073,550,44983,25494,42870,47011,53139,72045,4029,3627,2686,935,6,0,0,402,249,153,0,0,0,1596,30.6
08005,ZCTA5 08005,24282,1890,47792,26875,36577,51607,58922,80145,9357,8205,6669,1493,36,7,0,1152,665,309,126,52,0,1580,37.7
08006,ZCTA5 08006,308,3,66458,NA,NA,NA,65417,96875,177,161,152,9,0,0,0,16,16,0,0,0,0,NA,NA
08007,ZCTA5 08007,4899,292,46379,41650,25541,36389,59194,82891,2120,1248,946,271,31,0,0,872,515,357,0,0,0,924,35
08008,ZCTA5 08008,6983,548,45946,46250,22353,32003,50444,66667,3510,3213,3042,153,8,10,0,297,243,51,0,0,3,1342,24.3
08009,ZCTA5 08009,12668,717,52155,32074,43351,38628,69368,82404,4988,4248,3505,743,0,0,0,740,390,312,11,27,0,1251,27.3
08010,ZCTA5 08010,10905,1117,38122,22418,37177,37227,43661,71607,4343,2572,2158,403,11,0,0,1771,965,583,190,33,0,1284,29.9
08011,ZCTA5 08011,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
08012,ZCTA5 08012,38135,2732,47038,27830,38655,43613,59792,66723,14658,9767,8165,1540,62,0,0,4891,2955,1737,191,8,0,1153,31.7
08014,ZCTA5 08014,481,52,42458,NA,62885,25909,NA,NA,187,113,113,0,0,0,0,74,74,0,0,0,0,NA,NA
08015,ZCTA5 08015,19563,2300,40134,35814,36300,40186,57297,90603,7161,5643,4211,1293,121,0,18,1518,807,657,13,41,0,1175,30.1
08016,ZCTA5 08016,32576,2573,50651,25109,38328,46735,64923,79727,12145,8923,6913,1820,115,60,15,3222,1983,1045,171,23,0,1094,32.4
08019,ZCTA5 08019,1078,13,60417,23333,56146,70865,45938,77188,370,304,211,93,0,0,0,66,43,19,0,0,4,2104,46.3
08020,ZCTA5 08020,2613,132,56318,NA,NA,48594,59167,130547,953,926,848,78,0,0,0,27,13,0,14,0,0,NA,NA
08021,ZCTA5 08021,44305,4590,40626,21841,34357,40551,51154,60578,18316,9705,7492,2112,89,0,12,8611,5594,2744,189,27,57,1015,32.6
08022,ZCTA5 08022,9004,208,63693,38676,51220,62500,87632,89609,3711,3524,3099,425,0,0,0,187,84,87,16,0,0,1054,19.8
08023,ZCTA5 08023,285,63,33929,NA,40395,NA,NA,NA,143,34,34,0,0,0,0,109,97,12,0,0,0,1301,51
08026,ZCTA5 08026,2162,74,53690,NA,43068,45417,59875,85000,760,727,610,105,12,0,0,33,10,16,7,0,0,2167,36.7
08027,ZCTA5 08027,4823,534,44142,22969,39966,40313,52986,80086,1926,1547,1338,203,6,0,0,379,234,145,0,0,0,1067,40.3
08028,ZCTA5 08028,18726,4473,45665,17705,31623,37241,63036,71942,6479,4247,3194,1021,10,22,0,2232,1168,1024,21,19,0,1239,44.9
08029,ZCTA5 08029,4864,248,50019,NA,39390,53281,49630,55577,1972,1416,1092,307,17,0,0,556,377,179,0,0,0,640,23.6
08030,ZCTA5 08030,13212,1426,37541,30253,33978,33158,54102,72500,4623,3165,2422,719,19,5,0,1458,765,586,96,11,0,1188,32.8
08031,ZCTA5 08031,11391,1727,39963,20712,32374,40875,49178,61136,4392,2761,2152,541,60,8,0,1631,983,500,113,35,0,898,28.7
08033,ZCTA5 08033,15880,401,75235,NA,46719,47500,74028,107294,6054,4617,3899,718,0,0,0,1437,1171,266,0,0,0,1140,26.8
08034,ZCTA5 08034,17595,1198,56719,35521,37067,49739,58475,84387,6893,5482,4716,687,12,67,0,1411,848,372,104,87,0,1347,25.6
08035,ZCTA5 08035,7646,399,56181,37679,31875,44494,67344,75188,3004,2426,2002,424,0,0,0,578,450,128,0,0,0,996,28.8
08036,ZCTA5 08036,5868,355,53859,52989,32215,50077,78628,86635,2240,2065,1708,357,0,0,0,175,151,24,0,0,0,1083,24.6
08037,ZCTA5 08037,22754,1826,46072,22695,35921,47576,59973,78955,8325,6448,5179,1263,0,6,0,1877,1020,732,115,10,0,1193,30.7
08038,ZCTA5 08038,107,4,46458,NA,19750,46458,NA,NA,45,40,36,4,0,0,0,5,5,0,0,0,0,NA,NA
08039,ZCTA5 08039,182,128,19219,NA,NA,30313,NA,NA,45,21,21,0,0,0,0,24,0,0,24,0,0,NA,NA
08041,ZCTA5 08041,959,147,56349,56250,44000,55761,82083,105250,330,297,271,26,0,0,0,33,13,20,0,0,0,NA,NA
08042,ZCTA5 08042,214,0,54345,NA,NA,54375,NA,NA,67,53,48,5,0,0,0,14,0,14,0,0,0,NA,NA
08043,ZCTA5 08043,28235,2190,62539,28184,36605,43587,71305,106242,11017,7353,6186,1167,0,0,0,3664,2117,1387,28,122,10,1420,26.7
08045,ZCTA5 08045,2716,399,42158,23625,38300,31339,63409,65063,1129,709,579,123,0,0,7,420,362,41,10,0,7,783,51
08046,ZCTA5 08046,31573,2891,40373,23867,38088,35714,52343,58240,10693,8476,6556,1867,27,19,7,2217,1054,1067,15,73,8,1651,29.2
08048,ZCTA5 08048,12150,871,57214,39167,41923,40114,79939,92431,4687,3399,2849,531,19,0,0,1288,929,345,0,0,14,1314,33.1
08049,ZCTA5 08049,5299,457,40917,NA,33715,37188,52656,63322,2033,1431,1098,333,0,0,0,602,329,260,0,13,0,1044,32.8
08050,ZCTA5 08050,24995,2078,49221,NA,38929,41136,60417,75236,9935,8395,6706,1659,13,17,0,1540,1125,301,50,64,0,1692,39.1
08051,ZCTA5 08051,10285,555,53309,51250,40605,40226,69825,72614,4176,3314,2667,625,22,0,0,862,612,238,0,12,0,1396,27.1
08052,ZCTA5 08052,18337,1676,47636,34205,32115,41961,62062,70417,8285,3887,3102,773,12,0,0,4398,3237,1019,124,18,0,1203,29.6
08053,ZCTA5 08053,44861,1551,58283,30682,38562,44456,70043,85244,17624,13381,11130,2203,48,0,0,4243,3235,924,53,31,0,1520,27.9
08054,ZCTA5 08054,41201,1745,63147,16538,35380,46176,74544,99338,17302,13141,11673,1400,68,0,0,4161,2868,1099,129,55,10,1617,28.7
08055,ZCTA5 08055,27101,650,67316,25000,41420,50692,73708,110473,10013,8709,7605,1084,20,0,0,1304,1003,301,0,0,0,1369,27.4
08056,ZCTA5 08056,4841,103,76054,NA,38781,70588,84375,85909,1509,1445,1211,234,0,0,0,64,64,0,0,0,0,1395,51
08057,ZCTA5 08057,20207,622,77447,43000,39495,44756,82771,131125,7227,5910,5176,729,5,0,0,1317,851,466,0,0,0,1280,28
08059,ZCTA5 08059,5521,434,41994,6369,31835,42218,62222,55592,2127,1557,1162,387,8,0,0,570,415,146,9,0,0,966,27.5
08060,ZCTA5 08060,23425,1620,54901,26250,44842,47143,62897,91285,8885,6631,5059,1506,39,27,0,2254,1512,625,80,37,0,1239,29
